,Customer_ID,CustomerFirstDatePurchase,Gender,AgeGroup,TotalTrans,Type1Last1,Type1Last2,Type1Last3,Type1Last4,Tenure,Type1Last5_pred
32525,896036AZ,2021-12-14 00:00:00,Female,50-64,0.53475935828877,ActivityE,ActivityE,ActivityE,ActivityB,3.06422018348624,ActivityB
32526,896039AZ,2021-12-14 00:00:00,Female,50-64,0.374331550802139,ActivityB,ActivityB,ActivityB,ActivityB,3.06422018348624,ActivityB
32527,896040AZ,2021-12-14 00:00:00,Female,50-64,0,ActivityD,ActivityE,ActivityE,ActivityA,3.06422018348624,ActivityD
32528,896042AZ,2021-12-14 00:00:00,Male,40-49,0.18716577540107,ActivityE,ActivityF,ActivityB,ActivityB,3.06422018348624,ActivityB
32529,896043AZ,2021-12-14 00:00:00,Male,30-39,0.18716577540107,ActivityE,ActivityA,ActivityD,ActivityE,3.06422018348624,ActivityA
32530,896049AZ,2021-12-14 00:00:00,Female,19-29,0.18716577540107,ActivityF,ActivityD,ActivityA,ActivityD,3.06422018348624,ActivityD
32531,896052AZ,2021-12-14 00:00:00,Female,30-39,0.401069518716578,ActivityD,ActivityD,ActivityD,ActivityD,3.06422018348624,ActivityD
32532,896055AZ,2021-12-14 00:00:00,Female,30-39,0,ActivityE,ActivityE,ActivityE,ActivityE,3.06422018348624,ActivityA
32533,896075AZ,2021-12-14 00:00:00,Male,30-39,0.267379679144385,ActivityD,ActivityB,ActivityD,ActivityA,3.06422018348624,ActivityD
32534,896087AZ,2021-12-14 00:00:00,Female,30-39,0.106951871657754,ActivityD,ActivityC,ActivityA,ActivityD,3.06422018348624,ActivityD
32535,896131AZ,2021-12-14 00:00:00,Male,30-39,0.401069518716578,ActivityD,ActivityA,ActivityD,ActivityB,3.06422018348624,ActivityB
32536,896137AZ,2021-12-14 00:00:00,Female,30-39,0.240641711229946,ActivityD,ActivityD,ActivityD,ActivityD,3.06422018348624,ActivityD
32537,896190AZ,2021-12-14 00:00:00,Male,50-64,0.053475935828877,ActivityF,ActivityC,ActivityF,ActivityF,3.06422018348624,ActivityB
32538,896216AZ,2021-12-14 00:00:00,Female,40-49,0.160427807486631,ActivityE,ActivityE,ActivityE,ActivityE,3.06422018348624,ActivityA
32539,896230AZ,2021-12-14 00:00:00,Female,40-49,0.347593582887701,ActivityD,ActivityF,ActivityD,ActivityD,3.06422018348624,ActivityD
32540,896232AZ,2021-12-14 00:00:00,Female,30-39,0.561497326203209,ActivityD,ActivityD,ActivityD,ActivityD,3.06422018348624,ActivityD
32541,896239AZ,2021-12-14 00:00:00,Male,30-39,0.213903743315508,ActivityA,ActivityD,ActivityB,ActivityA,3.06422018348624,ActivityD
32542,896249AZ,2021-12-14 00:00:00,Male,19-29,0.160427807486631,ActivityC,ActivityE,ActivityE,ActivityE,3.06422018348624,ActivityF
32543,896257AZ,2021-12-14 00:00:00,Male,40-49,0.347593582887701,ActivityB,ActivityC,ActivityC,ActivityF,3.06422018348624,ActivityB
32544,896270AZ,2021-12-14 00:00:00,Male,30-39,0.160427807486631,ActivityA,ActivityB,ActivityB,ActivityA,3.06422018348624,ActivityA
32545,896271AZ,2021-12-14 00:00:00,Male,50-64,0,ActivityB,ActivityA,ActivityA,ActivityD,3.06422018348624,ActivityB
32546,896288AZ,2021-12-14 00:00:00,Female,19-29,0.160427807486631,ActivityE,ActivityE,ActivityE,ActivityA,3.06422018348624,ActivityB
32547,896292AZ,2021-12-14 00:00:00,Female,50-64,0,ActivityE,ActivityE,ActivityA,ActivityD,3.06422018348624,ActivityC
32548,896296AZ,2021-12-14 00:00:00,Female,19-29,0.160427807486631,ActivityE,ActivityE,ActivityF,ActivityD,3.06422018348624,ActivityB
32549,896323AZ,2021-12-14 00:00:00,Female,40-49,0.775401069518717,ActivityD,ActivityD,ActivityB,ActivityB,3.06422018348624,ActivityB
32550,896328AZ,2021-12-14 00:00:00,Female,40-49,0.240641711229946,ActivityD,ActivityD,ActivityD,ActivityD,3.06422018348624,ActivityD
32551,896354AZ,2021-12-14 00:00:00,Male,40-49,0.294117647058823,ActivityB,ActivityA,ActivityA,ActivityE,3.06422018348624,ActivityB
32552,896369AZ,2021-12-14 00:00:00,Female,50-64,0,ActivityE,ActivityE,ActivityE,ActivityE,3.06422018348624,ActivityF
32553,896373AZ,2021-12-14 00:00:00,Male,19-29,0.294117647058823,ActivityE,ActivityE,ActivityE,ActivityE,3.06422018348624,ActivityE
32554,896389AZ,2021-12-15 00:00:00,Male,40-49,0.240641711229946,ActivityB,ActivityB,ActivityD,ActivityB,3.04587155963303,ActivityB
32555,896398AZ,2021-12-15 00:00:00,Female,19-29,0.0267379679144385,ActivityE,ActivityE,ActivityF,ActivityB,3.04587155963303,ActivityB
32556,896424AZ,2021-12-15 00:00:00,Female,40-49,0.053475935828877,ActivityB,ActivityB,ActivityB,ActivityB,3.04587155963303,ActivityB
32557,896450AZ,2021-12-15 00:00:00,Male,30-39,0.053475935828877,ActivityE,ActivityE,ActivityE,ActivityA,3.04587155963303,ActivityB
32558,896452AZ,2021-12-15 00:00:00,Male,19-29,0.828877005347593,ActivityB,ActivityB,ActivityB,ActivityB,3.04587155963303,ActivityB
32559,896472AZ,2021-12-15 00:00:00,Male,30-39,0.0267379679144385,ActivityB,ActivityF,ActivityB,ActivityF,3.04587155963303,ActivityB
32560,896483AZ,2021-12-15 00:00:00,Male,40-49,0.0267379679144385,ActivityB,ActivityB,ActivityB,ActivityF,3.04587155963303,ActivityB
32561,896492AZ,2021-12-15 00:00:00,Female,50-64,1.71122994652406,ActivityD,ActivityD,ActivityD,ActivityD,3.04587155963303,ActivityD
32562,896503AZ,2021-12-15 00:00:00,Female,50-64,0.160427807486631,ActivityE,ActivityA,ActivityB,ActivityB,3.04587155963303,ActivityB
32563,896515AZ,2021-12-15 00:00:00,Female,>64,0,ActivityA,ActivityD,ActivityA,ActivityD,3.04587155963303,ActivityD
32564,896526AZ,2021-12-15 00:00:00,Male,30-39,0.053475935828877,ActivityA,ActivityA,ActivityD,ActivityD,3.04587155963303,ActivityF
32565,896532AZ,2021-12-15 00:00:00,Female,19-29,0.588235294117647,ActivityE,ActivityE,ActivityA,ActivityD,3.04587155963303,ActivityB
32566,896534AZ,2021-12-15 00:00:00,Female,19-29,0.133689839572193,ActivityB,ActivityD,ActivityD,ActivityD,3.04587155963303,ActivityD
32567,896566AZ,2021-12-15 00:00:00,Male,30-39,0.053475935828877,ActivityD,ActivityD,ActivityD,ActivityD,3.04587155963303,ActivityD
32568,896585AZ,2021-12-15 00:00:00,Female,19-29,0.213903743315508,ActivityE,ActivityE,ActivityE,ActivityA,3.04587155963303,ActivityB
32569,896591AZ,2021-12-15 00:00:00,Female,30-39,0,ActivityB,ActivityB,ActivityB,ActivityB,3.04587155963303,ActivityB
32570,896594AZ,2021-12-15 00:00:00,Female,50-64,0.160427807486631,ActivityA,ActivityD,ActivityE,ActivityA,3.04587155963303,ActivityB
32571,896603AZ,2021-12-15 00:00:00,Male,30-39,0.0267379679144385,ActivityE,ActivityE,ActivityE,ActivityF,3.04587155963303,ActivityB
32572,896608AZ,2021-12-15 00:00:00,Male,30-39,0.160427807486631,ActivityF,ActivityE,ActivityE,ActivityE,3.04587155963303,ActivityE
32573,896614AZ,2021-12-15 00:00:00,Male,50-64,0.53475935828877,ActivityE,ActivityA,ActivityB,ActivityE,3.04587155963303,ActivityE
32574,896619AZ,2021-12-15 00:00:00,Female,50-64,0.0802139037433155,ActivityB,ActivityD,ActivityD,ActivityD,3.04587155963303,ActivityD
32575,896622AZ,2021-12-15 00:00:00,Female,19-29,0,ActivityB,ActivityB,ActivityB,ActivityD,3.04587155963303,ActivityB
32576,896633AZ,2021-12-15 00:00:00,Female,19-29,0.133689839572193,ActivityE,ActivityE,ActivityE,ActivityE,3.04587155963303,ActivityF
32577,896640AZ,2021-12-15 00:00:00,Male,19-29,0,ActivityE,ActivityE,ActivityE,ActivityE,3.04587155963303,ActivityF
32578,896645AZ,2021-12-15 00:00:00,Male,19-29,0.0267379679144385,ActivityE,ActivityE,ActivityA,ActivityD,3.04587155963303,ActivityF
32579,896654AZ,2021-12-15 00:00:00,Male,19-29,0.133689839572193,ActivityF,ActivityF,ActivityF,ActivityF,3.04587155963303,ActivityF
32580,896692AZ,2021-12-15 00:00:00,Female,19-29,0,ActivityB,ActivityB,ActivityD,ActivityB,3.04587155963303,ActivityB
32581,896706AZ,2021-12-15 00:00:00,Female,50-64,0,ActivityA,ActivityE,ActivityE,ActivityE,3.04587155963303,ActivityE
32582,896712AZ,2021-12-15 00:00:00,Female,50-64,0.0802139037433155,ActivityC,ActivityC,ActivityB,ActivityB,3.04587155963303,ActivityB
32583,896717AZ,2021-12-15 00:00:00,Male,19-29,0.213903743315508,ActivityE,ActivityE,ActivityB,ActivityA,3.04587155963303,ActivityB
32584,896718AZ,2021-12-15 00:00:00,Female,40-49,0.53475935828877,ActivityF,ActivityE,ActivityE,ActivityE,3.04587155963303,ActivityF
32585,896719AZ,2021-12-15 00:00:00,Female,50-64,0.106951871657754,ActivityD,ActivityD,ActivityD,ActivityD,3.04587155963303,ActivityD
32586,896769AZ,2021-12-15 00:00:00,Male,30-39,0.160427807486631,ActivityA,ActivityD,ActivityD,ActivityB,3.04587155963303,ActivityB
32587,896772AZ,2021-12-15 00:00:00,Male,40-49,0.427807486631016,ActivityE,ActivityE,ActivityE,ActivityB,3.04587155963303,ActivityB
32588,896788AZ,2021-12-15 00:00:00,Female,30-39,0,ActivityE,ActivityE,ActivityE,ActivityE,3.04587155963303,ActivityF
32589,896794AZ,2021-12-15 00:00:00,Female,40-49,0.0802139037433155,ActivityA,ActivityD,ActivityD,ActivityD,3.04587155963303,ActivityD
32590,896797AZ,2021-12-15 00:00:00,Female,40-49,0.0802139037433155,ActivityF,ActivityC,ActivityD,ActivityD,3.04587155963303,ActivityD
32591,896820AZ,2021-12-15 00:00:00,Male,30-39,0.18716577540107,ActivityD,ActivityD,ActivityD,ActivityD,3.04587155963303,ActivityD
32592,896827AZ,2021-12-15 00:00:00,Male,40-49,0.0267379679144385,ActivityB,ActivityB,ActivityE,ActivityE,3.04587155963303,ActivityA
32593,896838AZ,2021-12-15 00:00:00,Male,50-64,0.614973262032086,ActivityE,ActivityE,ActivityE,ActivityE,3.04587155963303,ActivityF
32594,896846AZ,2021-12-15 00:00:00,Female,19-29,0.133689839572193,ActivityD,ActivityB,ActivityB,ActivityA,3.04587155963303,ActivityD
32595,896847AZ,2021-12-15 00:00:00,Female,30-39,0.053475935828877,ActivityE,ActivityE,ActivityE,ActivityE,3.04587155963303,ActivityA
32596,896848AZ,2021-12-15 00:00:00,Male,30-39,0.695187165775401,ActivityB,ActivityD,ActivityB,ActivityB,3.04587155963303,ActivityB
32597,896858AZ,2021-12-15 00:00:00,Female,40-49,0.0267379679144385,ActivityB,ActivityA,ActivityD,ActivityB,3.04587155963303,ActivityB
32598,896862AZ,2021-12-15 00:00:00,Female,19-29,0,ActivityB,ActivityA,ActivityD,ActivityD,3.04587155963303,ActivityF
32599,896876AZ,2021-12-15 00:00:00,Male,40-49,0.053475935828877,ActivityE,ActivityA,ActivityE,ActivityE,3.04587155963303,ActivityA
32600,896887AZ,2021-12-15 00:00:00,Male,30-39,0.374331550802139,ActivityE,ActivityB,ActivityE,ActivityE,3.04587155963303,ActivityE
32601,896891AZ,2021-12-15 00:00:00,Female,19-29,0.0267379679144385,ActivityE,ActivityE,ActivityE,ActivityA,3.04587155963303,ActivityB
32602,896903AZ,2021-12-15 00:00:00,Male,40-49,0.18716577540107,ActivityD,ActivityF,ActivityF,ActivityF,3.04587155963303,ActivityF
32603,896921AZ,2021-12-15 00:00:00,Male,19-29,0.133689839572193,ActivityB,ActivityE,ActivityE,ActivityE,3.04587155963303,ActivityF
32604,896924AZ,2021-12-15 00:00:00,Male,40-49,0.0802139037433155,ActivityD,ActivityF,ActivityF,ActivityD,3.04587155963303,ActivityD
32605,896932AZ,2021-12-15 00:00:00,Male,40-49,0.882352941176471,ActivityE,ActivityE,ActivityE,ActivityE,3.04587155963303,ActivityE
32606,896936AZ,2021-12-16 00:00:00,Male,19-29,0.320855614973262,ActivityB,ActivityB,ActivityB,ActivityB,3.02752293577982,ActivityB
32607,896943AZ,2021-12-16 00:00:00,Male,19-29,0.294117647058823,ActivityE,ActivityE,ActivityE,ActivityE,3.02752293577982,ActivityE
32608,896952AZ,2021-12-16 00:00:00,Male,40-49,0.0267379679144385,ActivityB,ActivityB,ActivityE,ActivityE,3.02752293577982,ActivityE
32609,896960AZ,2021-12-16 00:00:00,Male,40-49,0.106951871657754,ActivityD,ActivityF,ActivityB,ActivityB,3.02752293577982,ActivityB
32610,896990AZ,2021-12-16 00:00:00,Male,40-49,0.427807486631016,ActivityD,ActivityD,ActivityF,ActivityB,3.02752293577982,ActivityB
32611,897014AZ,2021-12-16 00:00:00,Female,40-49,0.18716577540107,ActivityA,ActivityE,ActivityE,ActivityE,3.02752293577982,ActivityA
32612,897018AZ,2021-12-16 00:00:00,Female,40-49,0.160427807486631,ActivityE,ActivityE,ActivityE,ActivityE,3.02752293577982,ActivityF
32613,897031AZ,2021-12-16 00:00:00,Female,50-64,0.213903743315508,ActivityE,ActivityE,ActivityE,ActivityF,3.02752293577982,ActivityB
32614,897051AZ,2021-12-16 00:00:00,Female,30-39,0.240641711229946,ActivityA,ActivityD,ActivityB,ActivityB,3.02752293577982,ActivityB
32615,897060AZ,2021-12-16 00:00:00,Female,19-29,0.053475935828877,ActivityD,ActivityB,ActivityD,ActivityD,3.02752293577982,ActivityD
32616,897068AZ,2021-12-16 00:00:00,Female,30-39,0.0267379679144385,ActivityD,ActivityC,ActivityA,ActivityD,3.02752293577982,ActivityF
32617,897079AZ,2021-12-16 00:00:00,Female,30-39,0.18716577540107,ActivityD,ActivityC,ActivityD,ActivityD,3.02752293577982,ActivityD
32618,897087AZ,2021-12-16 00:00:00,Male,40-49,0.0267379679144385,ActivityF,ActivityF,ActivityF,ActivityD,3.02752293577982,ActivityD
32619,897088AZ,2021-12-16 00:00:00,Female,50-64,0.106951871657754,ActivityD,ActivityB,ActivityB,ActivityB,3.02752293577982,ActivityB
32620,897097AZ,2021-12-16 00:00:00,Male,30-39,0.106951871657754,ActivityB,ActivityB,ActivityB,ActivityC,3.02752293577982,ActivityC
32621,897109AZ,2021-12-16 00:00:00,Male,50-64,0.561497326203209,ActivityE,ActivityE,ActivityE,ActivityB,3.02752293577982,ActivityB
32622,897115AZ,2021-12-16 00:00:00,Male,30-39,0,ActivityE,ActivityE,ActivityF,ActivityB,3.02752293577982,ActivityB
32623,897119AZ,2021-12-16 00:00:00,Male,50-64,0.374331550802139,ActivityD,ActivityD,ActivityD,ActivityD,3.02752293577982,ActivityD
32624,897120AZ,2021-12-16 00:00:00,Male,50-64,0.106951871657754,ActivityE,ActivityE,ActivityA,ActivityB,3.02752293577982,ActivityB
32625,897150AZ,2021-12-16 00:00:00,Female,30-39,0.0267379679144385,ActivityB,ActivityB,ActivityB,ActivityB,3.02752293577982,ActivityB
32626,897154AZ,2021-12-16 00:00:00,Female,30-39,0.0267379679144385,ActivityD,ActivityA,ActivityD,ActivityD,3.02752293577982,ActivityD
32627,897177AZ,2021-12-16 00:00:00,Male,50-64,0.240641711229946,ActivityD,ActivityF,ActivityD,ActivityB,3.02752293577982,ActivityB
32628,897179AZ,2021-12-16 00:00:00,Female,19-29,0.0267379679144385,ActivityE,ActivityE,ActivityE,ActivityE,3.02752293577982,ActivityF
32629,897190AZ,2021-12-16 00:00:00,Female,30-39,0.18716577540107,ActivityE,ActivityF,ActivityA,ActivityB,3.02752293577982,ActivityB
32630,897200AZ,2021-12-16 00:00:00,Female,19-29,0,ActivityE,ActivityE,ActivityE,ActivityE,3.02752293577982,ActivityF
32631,897220AZ,2021-12-16 00:00:00,Female,19-29,0.0267379679144385,ActivityE,ActivityE,ActivityF,ActivityB,3.02752293577982,ActivityB
32632,897222AZ,2021-12-16 00:00:00,Male,50-64,0.0267379679144385,ActivityE,ActivityE,ActivityE,ActivityA,3.02752293577982,ActivityB
32633,897233AZ,2021-12-16 00:00:00,Female,40-49,0.481283422459893,ActivityA,ActivityE,ActivityE,ActivityB,3.02752293577982,ActivityB
32634,897244AZ,2021-12-16 00:00:00,Male,50-64,0.0802139037433155,ActivityD,ActivityA,ActivityD,ActivityD,3.02752293577982,ActivityD
32635,897254AZ,2021-12-16 00:00:00,Male,40-49,0.240641711229946,ActivityD,ActivityE,ActivityE,ActivityE,3.02752293577982,ActivityF
32636,897259AZ,2021-12-16 00:00:00,Male,40-49,0.401069518716578,ActivityB,ActivityB,ActivityD,ActivityB,3.02752293577982,ActivityB
32637,897264AZ,2021-12-16 00:00:00,Male,19-29,0.0267379679144385,ActivityE,ActivityE,ActivityE,ActivityF,3.02752293577982,ActivityB
32638,897267AZ,2021-12-16 00:00:00,Female,40-49,0.53475935828877,ActivityD,ActivityD,ActivityD,ActivityD,3.02752293577982,ActivityD
32639,897273AZ,2021-12-16 00:00:00,Female,30-39,0.294117647058823,ActivityA,ActivityB,ActivityB,ActivityC,3.02752293577982,ActivityC
32640,897285AZ,2021-12-16 00:00:00,Female,30-39,0,ActivityB,ActivityE,ActivityE,ActivityE,3.02752293577982,ActivityA
32641,897291AZ,2021-12-16 00:00:00,Male,>64,0.0267379679144385,ActivityE,ActivityF,ActivityE,ActivityE,3.02752293577982,ActivityA
32642,897304AZ,2021-12-16 00:00:00,Female,19-29,0,ActivityB,ActivityD,ActivityD,ActivityB,3.02752293577982,ActivityB
32643,897329AZ,2021-12-16 00:00:00,Female,19-29,0.106951871657754,ActivityD,ActivityD,ActivityB,ActivityB,3.02752293577982,ActivityB
32644,897332AZ,2021-12-16 00:00:00,Male,40-49,0.374331550802139,ActivityE,ActivityE,ActivityA,ActivityB,3.02752293577982,ActivityB
32645,897335AZ,2021-12-16 00:00:00,Male,30-39,0.0802139037433155,ActivityE,ActivityA,ActivityA,ActivityF,3.02752293577982,ActivityB
32646,897338AZ,2021-12-16 00:00:00,Male,40-49,0.18716577540107,ActivityD,ActivityD,ActivityC,ActivityD,3.02752293577982,ActivityD
32647,897367AZ,2021-12-16 00:00:00,Male,40-49,0.0267379679144385,ActivityE,ActivityE,ActivityE,ActivityE,3.02752293577982,ActivityF
32648,897390AZ,2021-12-16 00:00:00,Female,19-29,0.053475935828877,ActivityE,ActivityE,ActivityA,ActivityB,3.02752293577982,ActivityB
32649,897399AZ,2021-12-16 00:00:00,Male,30-39,0.0802139037433155,ActivityE,ActivityA,ActivityE,ActivityE,3.02752293577982,ActivityA
32650,897409AZ,2021-12-16 00:00:00,Female,30-39,0.294117647058823,ActivityE,ActivityE,ActivityE,ActivityE,3.02752293577982,ActivityF
32651,897416AZ,2021-12-16 00:00:00,Female,19-29,0.0802139037433155,ActivityA,ActivityD,ActivityD,ActivityA,3.02752293577982,ActivityD
32652,897418AZ,2021-12-16 00:00:00,Female,50-64,0.106951871657754,ActivityD,ActivityF,ActivityB,ActivityB,3.02752293577982,ActivityB
32653,897435AZ,2021-12-16 00:00:00,Male,30-39,0,ActivityD,ActivityC,ActivityF,ActivityD,3.02752293577982,ActivityF
32654,897439AZ,2021-12-16 00:00:00,Male,30-39,0.240641711229946,ActivityE,ActivityA,ActivityB,ActivityB,3.02752293577982,ActivityB
32655,897456AZ,2021-12-16 00:00:00,Female,40-49,0.855614973262032,ActivityF,ActivityB,ActivityC,ActivityB,3.02752293577982,ActivityB
32656,897460AZ,2021-12-16 00:00:00,Male,>64,0.294117647058823,ActivityE,ActivityE,ActivityE,ActivityE,3.02752293577982,ActivityE
32657,897462AZ,2021-12-16 00:00:00,Female,40-49,0.320855614973262,ActivityD,ActivityD,ActivityC,ActivityD,3.02752293577982,ActivityD
32658,897476AZ,2021-12-16 00:00:00,Female,40-49,0.106951871657754,ActivityE,ActivityE,ActivityE,ActivityF,3.02752293577982,ActivityB
32659,897482AZ,2021-12-16 00:00:00,Male,19-29,0.133689839572193,ActivityE,ActivityE,ActivityA,ActivityD,3.02752293577982,ActivityF
32660,897483AZ,2021-12-16 00:00:00,Male,40-49,0.0267379679144385,ActivityA,ActivityA,ActivityB,ActivityA,3.02752293577982,ActivityA
32661,897489AZ,2021-12-16 00:00:00,Male,30-39,0.0802139037433155,ActivityA,ActivityD,ActivityA,ActivityD,3.02752293577982,ActivityD
32662,897492AZ,2021-12-16 00:00:00,Female,40-49,0.133689839572193,ActivityE,ActivityE,ActivityB,ActivityB,3.02752293577982,ActivityB
32663,897495AZ,2021-12-16 00:00:00,Female,50-64,0,ActivityE,ActivityA,ActivityE,ActivityE,3.02752293577982,ActivityA
32664,897500AZ,2021-12-16 00:00:00,Male,50-64,0,ActivityE,ActivityE,ActivityE,ActivityA,3.02752293577982,ActivityB
32665,897521AZ,2021-12-17 00:00:00,Male,50-64,0.401069518716578,ActivityA,ActivityD,ActivityD,ActivityD,3.00917431192661,ActivityD
32666,897531AZ,2021-12-17 00:00:00,Male,30-39,0,ActivityE,ActivityE,ActivityF,ActivityB,3.00917431192661,ActivityB
32667,897533AZ,2021-12-17 00:00:00,Female,19-29,0.053475935828877,ActivityE,ActivityD,ActivityE,ActivityE,3.00917431192661,ActivityE
32668,897541AZ,2021-12-17 00:00:00,Female,30-39,0.614973262032086,ActivityD,ActivityB,ActivityB,ActivityB,3.00917431192661,ActivityB
32669,897545AZ,2021-12-17 00:00:00,Male,40-49,0.053475935828877,ActivityA,ActivityA,ActivityD,ActivityD,3.00917431192661,ActivityF
32670,897549AZ,2021-12-17 00:00:00,Female,40-49,0.053475935828877,ActivityE,ActivityE,ActivityE,ActivityE,3.00917431192661,ActivityA
32671,897595AZ,2021-12-17 00:00:00,Male,50-64,0.0267379679144385,ActivityB,ActivityB,ActivityB,ActivityD,3.00917431192661,ActivityB
32672,897598AZ,2021-12-17 00:00:00,Female,40-49,0.053475935828877,ActivityF,ActivityF,ActivityB,ActivityE,3.00917431192661,ActivityA
32673,897604AZ,2021-12-17 00:00:00,Male,40-49,0.0802139037433155,ActivityD,ActivityD,ActivityE,ActivityE,3.00917431192661,ActivityA
32674,897607AZ,2021-12-17 00:00:00,Male,30-39,0,ActivityE,ActivityE,ActivityE,ActivityE,3.00917431192661,ActivityF
32675,897612AZ,2021-12-17 00:00:00,Female,50-64,0.160427807486631,ActivityD,ActivityB,ActivityB,ActivityB,3.00917431192661,ActivityB
32676,897614AZ,2021-12-17 00:00:00,Female,>64,0.0802139037433155,ActivityE,ActivityE,ActivityA,ActivityB,3.00917431192661,ActivityB
32677,897630AZ,2021-12-17 00:00:00,Female,19-29,0,ActivityB,ActivityE,ActivityE,ActivityE,3.00917431192661,ActivityE
32678,897636AZ,2021-12-17 00:00:00,Female,30-39,0.267379679144385,ActivityA,ActivityD,ActivityB,ActivityB,3.00917431192661,ActivityB
32679,897641AZ,2021-12-17 00:00:00,Female,40-49,0.160427807486631,ActivityA,ActivityD,ActivityD,ActivityB,3.00917431192661,ActivityB
32680,897648AZ,2021-12-17 00:00:00,Male,19-29,0.374331550802139,ActivityB,ActivityB,ActivityB,ActivityB,3.00917431192661,ActivityB
32681,897653AZ,2021-12-17 00:00:00,Female,19-29,0,ActivityE,ActivityE,ActivityE,ActivityE,3.00917431192661,ActivityA
32682,897654AZ,2021-12-17 00:00:00,Male,50-64,0.0802139037433155,ActivityE,ActivityE,ActivityE,ActivityA,3.00917431192661,ActivityB
32683,897670AZ,2021-12-17 00:00:00,Female,50-64,0,ActivityB,ActivityB,ActivityB,ActivityB,3.00917431192661,ActivityB
32684,897679AZ,2021-12-17 00:00:00,Female,50-64,0.0267379679144385,ActivityD,ActivityD,ActivityD,ActivityD,3.00917431192661,ActivityD
32685,897687AZ,2021-12-17 00:00:00,Male,19-29,0,ActivityE,ActivityE,ActivityE,ActivityE,3.00917431192661,ActivityA
32686,897747AZ,2021-12-17 00:00:00,Female,50-64,0.401069518716578,ActivityE,ActivityE,ActivityB,ActivityE,3.00917431192661,ActivityA
32687,897748AZ,2021-12-17 00:00:00,Male,19-29,0.0267379679144385,ActivityE,ActivityF,ActivityE,ActivityE,3.00917431192661,ActivityA
32688,897761AZ,2021-12-17 00:00:00,Female,50-64,0.160427807486631,ActivityA,ActivityD,ActivityD,ActivityF,3.00917431192661,ActivityD
32689,897770AZ,2021-12-17 00:00:00,Female,50-64,0.133689839572193,ActivityA,ActivityD,ActivityD,ActivityE,3.00917431192661,ActivityA
32690,897771AZ,2021-12-17 00:00:00,Female,30-39,0,ActivityE,ActivityE,ActivityF,ActivityA,3.00917431192661,ActivityD
32691,897772AZ,2021-12-17 00:00:00,Female,40-49,0.160427807486631,ActivityB,ActivityF,ActivityB,ActivityB,3.00917431192661,ActivityB
32692,897777AZ,2021-12-17 00:00:00,Male,40-49,0.240641711229946,ActivityD,ActivityD,ActivityD,ActivityD,3.00917431192661,ActivityD
32693,897786AZ,2021-12-17 00:00:00,Female,19-29,0.18716577540107,ActivityB,ActivityD,ActivityD,ActivityD,3.00917431192661,ActivityD
32694,897808AZ,2021-12-17 00:00:00,Male,50-64,0,ActivityB,ActivityB,ActivityB,ActivityB,3.00917431192661,ActivityB
32695,897817AZ,2021-12-17 00:00:00,Male,40-49,0.106951871657754,ActivityB,ActivityB,ActivityB,ActivityB,3.00917431192661,ActivityB
32696,897823AZ,2021-12-17 00:00:00,Male,19-29,0.0802139037433155,ActivityB,ActivityA,ActivityA,ActivityD,3.00917431192661,ActivityF
32697,897827AZ,2021-12-17 00:00:00,Male,19-29,0.294117647058823,ActivityA,ActivityD,ActivityD,ActivityD,3.00917431192661,ActivityD
32698,897836AZ,2021-12-17 00:00:00,Male,19-29,0.133689839572193,ActivityE,ActivityF,ActivityB,ActivityB,3.00917431192661,ActivityB
32699,897842AZ,2021-12-17 00:00:00,Female,50-64,0.053475935828877,ActivityE,ActivityA,ActivityE,ActivityA,3.00917431192661,ActivityA
32700,897844AZ,2021-12-17 00:00:00,Male,19-29,0.0802139037433155,ActivityD,ActivityA,ActivityD,ActivityB,3.00917431192661,ActivityB
32701,897851AZ,2021-12-17 00:00:00,Male,50-64,0.0267379679144385,ActivityB,ActivityE,ActivityE,ActivityE,3.00917431192661,ActivityF
32702,897868AZ,2021-12-17 00:00:00,Female,50-64,0.374331550802139,ActivityA,ActivityD,ActivityD,ActivityD,3.00917431192661,ActivityD
32703,897870AZ,2021-12-17 00:00:00,Female,19-29,0.106951871657754,ActivityE,ActivityE,ActivityE,ActivityE,3.00917431192661,ActivityE
32704,897886AZ,2021-12-17 00:00:00,Female,40-49,0.267379679144385,ActivityE,ActivityE,ActivityA,ActivityA,3.00917431192661,ActivityB
32705,897888AZ,2021-12-17 00:00:00,Male,50-64,0.053475935828877,ActivityD,ActivityD,ActivityD,ActivityD,3.00917431192661,ActivityD
32706,897899AZ,2021-12-17 00:00:00,Male,19-29,0.053475935828877,ActivityA,ActivityB,ActivityA,ActivityB,3.00917431192661,ActivityB
32707,897909AZ,2021-12-17 00:00:00,Female,19-29,0,ActivityE,ActivityA,ActivityF,ActivityB,3.00917431192661,ActivityB
32708,897913AZ,2021-12-17 00:00:00,Male,19-29,0.0267379679144385,ActivityB,ActivityB,ActivityB,ActivityB,3.00917431192661,ActivityB
32709,897918AZ,2022-02-01 00:00:00,Male,40-49,0,ActivityE,ActivityE,ActivityE,ActivityF,2.1651376146789,ActivityA
32710,897940AZ,2021-12-17 00:00:00,Female,30-39,0.053475935828877,ActivityE,ActivityD,ActivityF,ActivityF,3.00917431192661,ActivityD
32711,897943AZ,2021-12-17 00:00:00,Female,40-49,1.0427807486631,ActivityD,ActivityD,ActivityD,ActivityB,3.00917431192661,ActivityD
